time,step-size,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{bodyFMU}.body.total_energy_used,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor2FMU}.sensor2.lf_1_sensor_reading
1.13,0.009999999999999787,0.0,0.138,-0.03135858178158531,0.0,14.72011626514086,0.4,-0.4,255.00000000000006,254.00000000000006
1.14,0.010000000000000009,0.0,0.138,-0.03072573431571897,0.0,14.890605126808623,0.4,-0.4,254.00000000000006,255.00000000000006
1.15,0.010000000000000009,0.0,0.138,-0.030091667921459418,0.0,15.06143811574566,0.4,-0.4,254.00000000000006,254.00000000000006
1.16,0.010000000000000009,0.0,0.138,-0.029456409086938286,0.0,15.232608385809272,0.4,-0.4,255.00000000000006,254.00000000000006
1.17,0.010000000000000009,0.0,0.138,-0.028819983724682335,0.0,15.404109212458025,0.4,-0.4,254.00000000000006,254.00000000000006
1.18,0.010000000000000009,0.0,0.138,-0.028182417184121747,0.0,15.575933991282454,0.4,-0.4,254.00000000000006,255.00000000000006
1.19,0.010000000000000009,0.0,0.138,-0.027543734263826565,0.0,15.748076236505312,0.4,-0.4,255.00000000000006,255.00000000000006
1.2,0.010000000000000009,0.0,0.138,-0.026903959223477297,0.0,15.920529579478625,0.4,-0.4,254.00000000000006,254.00000000000006
1.21,0.010000000000000009,0.0,0.138,-0.026263115795575318,0.0,16.093287767161655,0.4,-0.4,255.00000000000006,254.00000000000006
1.22,0.010000000000000009,0.0,0.138,-0.02562122719689877,0.0,16.266344660586583,0.4,-0.4,254.00000000000006,254.00000000000006
1.23,0.010000000000000009,0.0,0.138,-0.024978316139709716,0.0,16.43969423331555,0.4,-0.4,254.00000000000006,254.00000000000006
1.24,0.010000000000000009,0.0,0.138,-0.02433440484271747,0.0,16.6133305698977,0.4,-0.4,254.00000000000006,254.00000000000006
1.25,0.010000000000000009,0.0,0.138,-0.02368951504180391,0.0,16.787247864309848,0.4,-0.4,255.00000000000006,254.00000000000006
1.26,0.010000000000000009,0.0,0.138,-0.023043668000515653,0.0,16.96144041840944,0.4,-0.4,255.00000000000006,254.00000000000006
1.27,0.010000000000000009,0.0,0.138,-0.022396884520328106,0.0,17.135902640363838,0.4,-0.4,254.00000000000006,254.00000000000006
1.28,0.010000000000000009,0.0,0.138,-0.021749184950686735,0.0,17.31062904310329,0.4,-0.4,254.00000000000006,254.00000000000006
1.29,0.010000000000000009,0.0,0.138,-0.021100589198829865,0.0,17.48561424276204,0.4,-0.4,255.00000000000006,254.00000000000006
1.3,0.010000000000000009,0.0,0.138,-0.020451116739398208,0.0,17.660852957120824,0.4,-0.4,254.00000000000006,255.00000000000006
1.31,0.010000000000000009,0.0,0.138,-0.019800786623835442,0.0,17.836340004064823,0.4,-0.4,255.00000000000006,254.00000000000006
1.32,0.010000000000000009,0.0,0.138,-0.01914961748958461,0.0,18.01207030003161,0.4,-0.4,254.00000000000006,255.00000000000006
1.33,0.010000000000000009,0.0,0.138,-0.0184976275690846,0.0,18.188038858480922,0.4,-0.4,254.00000000000006,255.00000000000006
1.34,0.010000000000000009,0.0,0.138,-0.01784483469857119,0.0,18.364240788361258,0.4,-0.4,254.00000000000006,254.00000000000006
1.35,0.010000000000000009,0.0,0.138,-0.017191256326686777,0.0,18.540671292586012,0.4,-0.4,254.00000000000006,255.00000000000006
1.36,0.010000000000000009,0.0,0.138,-0.016536909522903057,0.0,18.717325666524175,0.4,-0.4,255.00000000000006,254.00000000000006
1.37,0.010000000000000009,0.0,0.138,-0.015881810985760705,0.0,18.89419929650103,0.4,-0.4,254.00000000000006,254.00000000000006
1.38,0.009999999999999787,0.0,0.138,-0.015225977050929845,0.0,19.07128765829748,0.4,-0.4,254.00000000000006,254.00000000000006
1.39,0.010000000000000009,0.0,0.138,-0.014569423699095516,0.0,19.24858631567895,0.4,-0.4,255.00000000000006,255.00000000000006
1.4,0.010000000000000009,0.0,0.138,-0.013912166563671835,0.0,19.426090918924274,0.4,-0.4,254.00000000000006,255.00000000000006
1.41,0.010000000000000009,0.0,0.138,-0.013254220938348243,0.0,19.603797203368686,0.4,-0.4,254.00000000000006,254.00000000000006
1.42,0.010000000000000009,0.0,0.138,-0.012595601784472096,0.0,19.78170098796636,0.4,-0.4,255.00000000000006,254.00000000000006
1.43,0.010000000000000009,0.0,0.138,-0.01193632373827068,0.0,19.959798173862964,0.4,-0.4,255.00000000000006,254.00000000000006
1.44,0.010000000000000009,0.0,0.138,-0.011276401117916168,0.0,20.13808474297366,0.4,-0.4,254.00000000000006,254.00000000000006
1.45,0.010000000000000009,0.0,0.138,-0.01061584793043728,0.0,20.316556756598857,0.4,-0.4,254.00000000000006,254.00000000000006
1.46,0.010000000000000009,0.0,0.138,-0.009954677878480658,0.0,20.495210354026767,0.4,-0.4,254.00000000000006,254.00000000000006
1.47,0.010000000000000009,0.0,0.138,-0.009292904366925148,0.0,20.674041751173263,0.4,-0.4,255.00000000000006,255.00000000000006
1.48,0.010000000000000009,0.0,0.138,-0.008630540509352677,0.0,20.85304723922718,0.4,-0.4,254.00000000000006,254.00000000000006
1.49,0.010000000000000009,0.0,0.138,-0.00796759913437814,0.0,21.032223183311544,0.4,-0.4,254.00000000000006,255.00000000000006
1.5,0.010000000000000009,0.0,0.138,-0.007304092791842104,0.0,21.211566021167073,0.4,-0.4,254.00000000000006,254.00000000000006
1.51,0.010000000000000009,0.0,0.138,-0.006640033758868638,0.0,21.391072261845693,0.4,-0.4,254.00000000000006,255.00000000000006
1.52,0.010000000000000009,0.0,0.138,-0.0059754340457917055,0.0,21.5707384844236,0.4,-0.4,254.00000000000006,255.00000000000006
1.53,0.010000000000000009,0.0,0.138,-0.005310305401952639,0.0,21.750561336729334,0.4,-0.4,254.00000000000006,254.00000000000006
1.54,0.010000000000000009,0.0,0.138,-0.004644659321371689,0.0,21.930537534094128,0.4,-0.4,254.00000000000006,255.00000000000006
1.55,0.010000000000000009,0.0,0.138,-0.003978507048296373,0.0,22.11066385810591,0.4,-0.4,254.00000000000006,254.00000000000006
1.56,0.010000000000000009,0.0,0.138,-0.003311859582629112,0.0,22.290937155401934,0.4,-0.4,254.00000000000006,254.00000000000006
1.57,0.010000000000000009,0.0,0.138,-0.002644727685237172,0.0,22.471354336452805,0.4,-0.4,254.00000000000006,254.00000000000006
1.58,0.010000000000000009,0.0,0.138,-0.0019771218831467763,0.0,22.651912374387848,0.4,-0.4,255.00000000000006,254.00000000000006
1.59,0.010000000000000009,0.0,0.138,-0.0013090524746250248,0.0,22.83260830381778,0.4,-0.4,254.00000000000006,254.00000000000006
1.6,0.010000000000000009,0.0,0.138,-6.405295341505718E-4,0.0,23.013439219688735,0.4,-0.4,254.00000000000006,254.00000000000006
1.61,0.010000000000000009,0.0,0.138,2.8437082723001272E-5,0.0,23.194402276144046,0.4,-0.4,254.00000000000006,254.00000000000006
1.62,0.010000000000000009,0.0,0.138,6.978377346099074E-4,0.0,23.37549468540874,0.4,-0.4,255.00000000000006,254.00000000000006
1.63,0.009999999999999787,0.0,0.138,0.0013676629896381964,0.0,23.55671371668859,0.4,-0.4,254.00000000000006,254.00000000000006
1.64,0.010000000000000009,0.0,0.138,0.0020379036208967305,0.0,23.738056695088744,0.4,-0.4,255.00000000000006,254.00000000000006
1.65,0.010000000000000009,0.0,0.138,0.002708550601981455,0.0,23.919521000541863,0.4,-0.4,254.00000000000006,254.00000000000006
1.66,0.010000000000000009,0.0,0.138,0.003379595102638036,0.0,24.101104066762673,0.4,-0.4,254.00000000000006,254.00000000000006
1.67,0.010000000000000009,0.0,0.138,0.004051028484499508,0.0,24.282803380214318,0.4,-0.4,254.00000000000006,254.00000000000006
1.68,0.010000000000000009,0.0,0.138,0.004722842296916455,0.0,24.464616479090637,0.4,-0.4,254.00000000000006,254.00000000000006
1.69,0.010000000000000009,0.0,0.138,0.0053950282728777305,0.0,24.646540952317082,0.4,-0.4,255.00000000000006,254.00000000000006
1.7,0.010000000000000009,0.0,0.138,0.006067578325019821,0.0,24.82857443856892,0.4,-0.4,254.00000000000006,255.00000000000006
1.71,0.010000000000000009,0.0,0.138,0.00674048454172313,0.0,25.01071462529717,0.4,-0.4,254.00000000000006,254.00000000000006
1.72,0.010000000000000009,0.0,0.138,0.007413739183292842,0.0,25.192959247787712,0.4,-0.4,255.00000000000006,255.00000000000006
1.73,0.010000000000000009,0.0,0.138,0.008087334678222882,0.0,25.375306088216803,0.4,-0.4,255.00000000000006,255.00000000000006
1.74,0.010000000000000009,0.0,0.138,0.00876126361954109,0.0,25.557752974738378,0.4,-0.4,254.00000000000006,255.00000000000006
1.75,0.010000000000000009,0.0,0.138,0.00943551876123376,0.0,25.740297780575474,0.4,-0.4,254.00000000000006,254.00000000000006
1.76,0.010000000000000009,0.0,0.138,0.010110093014747967,0.0,25.922938423136657,0.4,-0.4,254.00000000000006,255.00000000000006
1.77,0.010000000000000009,0.0,0.138,0.010784979445569762,0.0,26.105672863136988,0.4,-0.4,254.00000000000006,254.00000000000006
1.78,0.010000000000000009,0.0,0.138,0.011460171269876793,0.0,26.288499103750837,0.4,-0.4,254.00000000000006,254.00000000000006
1.79,0.010000000000000009,0.0,0.138,0.012135661851263815,0.0,26.471415189756044,0.4,-0.4,255.00000000000006,254.00000000000006
1.8,0.010000000000000009,0.0,0.138,0.012811444697539115,0.0,26.654419206717648,0.4,-0.4,254.00000000000006,255.00000000000006
1.81,0.010000000000000009,0.0,0.138,0.013487513457590555,0.0,26.837509280169797,0.4,-0.4,254.00000000000006,254.00000000000006
1.82,0.010000000000000009,0.0,0.138,0.014163861918320031,0.0,27.020683574817667,0.4,-0.4,255.00000000000006,254.00000000000006
1.83,0.010000000000000009,0.0,0.138,0.014840484001644158,0.0,27.20394029375393,0.4,-0.4,254.00000000000006,254.00000000000006
1.84,0.010000000000000009,0.0,0.138,0.01551737376156044,0.0,27.387277677689326,0.4,-0.4,254.00000000000006,254.00000000000006
1.85,0.010000000000000009,0.0,0.138,0.016194525381276956,0.0,27.570694004194138,0.4,-0.4,254.00000000000006,254.00000000000006
1.86,0.010000000000000009,0.0,0.138,0.0168719331704046,0.0,27.754187586961507,0.4,-0.4,254.00000000000006,254.00000000000006
1.87,0.010000000000000009,0.0,0.138,0.017549591562210212,0.0,27.937756775072558,0.4,-0.4,255.00000000000006,254.00000000000006
1.88,0.009999999999999787,0.0,0.138,0.018227495110929526,0.0,28.12139995228381,0.4,-0.4,255.00000000000006,254.00000000000006
1.89,0.010000000000000009,0.0,0.138,0.01890563848913837,0.0,28.30511553632823,0.4,-0.4,255.00000000000006,255.00000000000006
1.9,0.010000000000000009,0.0,0.138,0.019584016485181016,0.0,28.488901978221293,0.4,-0.4,254.00000000000006,255.00000000000006
1.91,0.010000000000000009,0.0,0.138,0.020262624000654594,0.0,28.6727577615884,0.4,-0.4,254.00000000000006,254.00000000000006
1.92,0.010000000000000009,0.0,0.138,0.020941456047947865,0.0,28.856681401997776,0.4,-0.4,254.00000000000006,254.00000000000006
1.93,0.010000000000000009,0.0,0.138,0.021620507747833792,0.0,29.040671446316082,0.4,-0.4,254.00000000000006,254.00000000000006
1.94,0.010000000000000009,0.0,0.138,0.02229977432711422,0.0,29.224726472062684,0.4,-0.4,254.00000000000006,254.00000000000006
1.95,0.010000000000000009,0.0,0.138,0.02297925111631577,0.0,29.408845086787096,0.4,-0.4,254.00000000000006,255.00000000000006
1.96,0.010000000000000009,0.0,0.138,0.023658933547435784,0.0,29.5930259274528,0.4,-0.4,254.00000000000006,254.00000000000006
